equipes,no_cidade,lat,long
"36","Bacabeira","-2.98582477877569","-44.3154229865671"
"49","Bacuri","-1.72404631847322","-45.1373489396265"
"19","Bacurituba","-2.71087197652061","-44.7357420061578"
"210","Balsas","-7.53116999024551","-46.0389926733405"
"52","Barão de Grajaú","-6.75895520558046","-43.0264526994269"
"256","Barra do Corda","-5.5083395","-45.239011016111"
"168","Barreirinhas","-2.75008594875811","-42.8278025132041"
"21","Belágua","-3.15677222752965","-43.510061642741"
"33","Bela Vista do Maranhão","-3.73773324990828","-45.2482458781849"
"17","Benedito Leite","-7.2187997953852","-44.5598567990095"
"61","Bequimão","-2.4620629950811","-44.7857301568673"
"20","Bernardo do Mearim","-4.63028749079229","-44.7643231034878"
"22","Boa Vista do Gurupi","-1.79329613579879","-46.2987100525274"
"132","Bom Jardim","-3.54416097785571","-45.6018893890511"
"74","Bom Jesus das Selvas","-4.48996835310691","-46.8532412231489"
"46","Bom Lugar","-4.37550960146423","-45.0311078563238"
"96","Brejo","-3.679178","-42.7508478268196"
"30","Brejo de Areia","-4.33062989749501","-45.5820952717813"
"83","Buriti","-3.9455715","-42.9251061777803"
"42","Buriti Bravo","-5.83528813214674","-43.8356215415105"
"175","Buriticupu","-4.32594772630154","-46.451495319051"
"49","Buritirana","-5.58891514171156","-47.0172250932176"
"26","Cachoeira Grande","-2.93192103905761","-44.0596850157832"
"32","Cajapió","-2.88288220315752","-44.6733771645862"
"61","Cajari","-3.32386883091692","-45.0079653349663"
"37","Campestre do Maranhão","-6.16471664583518","-47.3676328633342"
"55","Cândido Mendes","-1.45388910852799","-45.7372683655917"
"47","Cantanhede","-3.62836431187274","-44.381816135839"
"35","Capinzal do Norte","-4.72124538877219","-44.3304362519955"
"74","Carolina","-7.33078300523913","-47.4700918028279"
"59","Carutapera","-1.200602","-46.023150834605"
"345","Caxias","-4.86167499015957","-43.3585394285192"
"34","Cedral","-1.99791592557159","-44.5307895278054"
"24","Central do Maranhão","-2.19131390761778","-44.8318437024986"
"37","Centro do Guilherme","-2.45698508180819","-46.0399601131872"
"57","Centro Novo do Maranhão","-2.14429169855839","-46.1284089549781"
"198","Chapadinha","-3.74002452","-43.361120781752"
"36","Cidelândia","-5.17742104721158","-47.7842327756716"
"260","Codó","-4.45133750014621","-43.8860802350324"
"122","Coelho Neto","-4.25473750013981","-43.0140136155495"
"114","Colinas","-6.02736552019731","-44.2497802305352"
"45","Conceição do Lago-Açu","-3.84111845785574","-44.9030159051796"
"160","Coroatá","-4.128976","-44.1255992014644"
"116","Cururupu","-1.82552078121929","-44.8677616169761"
"30","Davinópolis","-5.53445621610634","-47.4049963875281"
"68","Dom Pedro","-5.03844763516531","-44.4400099109689"
"33","Duque Bacelar","-4.14781909711357","-42.9441802036073"
"67","Esperantinópolis","-4.87030089747643","-44.8860686990188"
"69","Estreito","-6.56808498021471","-47.4478829861377"
"26","Feira Nova do Maranhão","-6.96313554062728","-46.6873552159638"
"31","Fernando Falcão","-6.154978462916","-44.9107074022131"
"59","Formosa da Serra Negra","-6.43530410561392","-46.1863570068861"
"38","Fortaleza dos Nogueiras","-6.96592608749229","-46.1855575419836"
"58","Fortuna","-5.73622413247702","-44.1606284272259"
"31","Godofredo Viana","-1.40980018673278","-45.7717548080523"
"51","Gonçalves Dias","-5.14395556946103","-44.3059065359375"
"30","Governador Archer","-5.02538782392683","-44.2757565261253"
"37","Governador Edison Lobão","-5.74741173851254","-47.3689358390373"
"48","Governador Eugênio Barros","-5.32249100152953","-44.2469626460204"
"12","Governador Luiz Rocha","-5.47286468491781","-44.0708873355169"
"41","Governador Newton Bello","-3.42970471990356","-45.6745017970092"
"87","Governador Nunes Freire","-2.13496236","-45.8814811327942"
"15","Graça Aranha","-5.40482121305462","-44.33579125992"
"171","Grajaú","-5.81854843133103","-46.1423956359934"
"40","Guimarães","-2.13507715838452","-44.5977464563371"
"80","Humberto de Campos","-2.59122397226083","-43.4650921443146"
"68","Icatu","-2.77482786309925","-44.06584846864"
"35","Igarapé do Meio","-3.63670852186543","-45.1833277021706"
"32","Igarapé Grande","-4.66085380623745","-44.8674033458603"
"307","Imperatriz","-5.52652402518113","-47.4798108057682"
"39","Itaipava do Grajaú","-5.1445822617698","-45.792682503469"
"183","Itapecuru Mirim","-3.39904548011184","-44.354263390434"
"72","Itinga do Maranhão","-4.45500399844588","-47.5279099637574"
"27","Jatobá","-5.81966693677504","-44.2199147698158"
"51","Jenipapo dos Vieiras","-5.36942492643339","-45.6333791074203"
"62","João Lisboa","-5.45366294155917","-47.4050361497684"
"51","Joselândia","-4.97269332894744","-44.6991525645005"
"16","Junco do Maranhão","-1.87460959750276","-46.0707260732137"
"134","Lago da Pedra","-4.564744515","-45.1258913559145"
"35","Lago do Junco","-4.60764321768366","-45.0513443921165"
"45","Lago Verde","-4.03871129527665","-44.9376352319942"
"33","Lagoa do Mato","-6.04527729657082","-43.5275591165627"
"25","Lago dos Rodrigues","-4.61237577693148","-44.9764423255877"
"28","Lagoa Grande do Maranhão","-4.99312373713713","-45.3906142793613"
"17","Lajeado Novo","-6.19160922666686","-47.0324475171004"
"35","Lima Campos","-4.51704598721753","-44.4693403292236"
"33","Loreto","-7.09445416538222","-45.1392416375273"
"19","Luís Domingues","-1.32546024435309","-45.8953319920784"
"53","Magalhães de Almeida","-3.3966676742208","-42.201506691375"
"48","Maracaçumé","-2.05616454951514","-45.9586390371679"
"18","Marajá do Sena","-4.62031332412411","-45.4572376525781"
"32","Maranhãozinho","-2.23561699207599","-45.8556114548668"
"48","Mata Roma","-3.61904550989372","-43.1203894235718"
"70","Matinha","-3.09840003","-45.0364289401062"
"95","Matões","-5.52246501943405","-43.201208282913"
"45","Matões do Norte","-3.62751878021672","-44.5502445069401"
"26","Milagres do Maranhão","-3.58220664139805","-42.6107528325103"
"68","Mirador","-6.37756569538775","-44.3626097938789"
"45","Miranda do Norte","-3.56264477442982","-44.584275691732"
"37","Mirinzal","-2.06422419159107","-44.7857559864783"
"101","Monção","-3.49393248","-45.2475846706441"
"28","Montes Altos","-5.82856250416417","-47.0704395080146"
"46","Morros","-2.8614789530879","-44.0445445431756"
"35","Nina Rodrigues","-3.46246428944702","-43.9044847603497"
"16","Nova Colinas","-7.12056600356251","-46.2593252229153"
"13","Nova Iorque","-6.73320330579158","-44.0486267271013"
"37","Nova Olinda do Maranhão","-2.79988654406011","-45.7045360408348"
"35","Olho d'Água das Cunhãs","-4.13727592980541","-45.1195796204999"
"35","Olinda Nova do Maranhão","-2.99747761540953","-45.0032353744727"
"227","Paço do Lumiar","-2.528063","-44.0986923548404"
"69","Palmeirândia","-2.64777427826388","-44.9044638923101"
"56","Paraibano","-6.43182541413892","-43.9857620488225"
"111","Parnarama","-5.6844671764059","-43.0904013534701"
"53","Passagem Franca","-6.17399442555871","-43.781745225862"
"52","Pastos Bons","-6.60402773206398","-44.0886025133719"
"39","Paulino Neves","-2.71820598982707","-42.5454239809373"
"54","Paulo Ramos","-4.44795676593635","-45.2399800047299"
"109","Pedreiras","-4.56935068809905","-44.603734876327"
"69","Pedro do Rosário","-2.96811467267821","-45.3464537341415"
"95","Penalva","-3.29323331776922","-45.1764616887688"
"42","Peri Mirim","-2.57305464850608","-44.8502907000589"
"65","Peritoró","-4.37022511765711","-44.3258535239149"
"77","Pindaré-Mirim","-3.60550057491388","-45.3468679178433"
"171","Pinheiro","-2.5227405","-45.0839266012937"
"93","Pio XII","-3.88758753012782","-45.169960388665"
"51","Pirapemas","-3.72532906611683","-44.2282808838415"
"65","Poção de Pedras","-4.75002521124495","-44.9515514003151"
"52","Porto Franco","-6.35418186391414","-47.3821649019193"
"15","Porto Rico do Maranhão","-1.85722321484413","-44.5837478895568"
"117","Presidente Dutra","-5.28237425775883","-44.4929188624246"
"41","Presidente Juscelino","-2.92822924614922","-44.0767794214185"
"7","Presidente Médici","-2.38366404653913","-45.8207086475538"
"58","Presidente Sarney","-2.59553055990598","-45.3713022606449"
"34","Presidente Vargas","-3.40201152220655","-44.0334018673342"
"41","Primeira Cruz","-2.51058317196357","-43.4424433046987"
"72","Raposa","-2.41507490262868","-44.1025161642031"
"63","Riachão","-7.3645650002402","-46.6233501429074"
"21","Ribamar Fiquene","-5.93382285881857","-47.3834777870799"
"95","Rosário","-2.941543035","-44.2475185952615"
"19","Sambaíba","-7.13835089749796","-45.3442031980139"
"19","Santa Filomena do Maranhão","-5.49976680672209","-44.5637140401312"
"105","Santa Helena","-2.23453250892676","-45.3051611932379"
"205","Santa Inês","-3.65857452","-45.3782724523024"
"301","Santa Luzia","-3.968391465","-45.6650117249372"
"62","Santa Luzia do Paruá","-2.5461614748149","-45.7764615615901"
"88","Santa Quitéria do Maranhão","-3.49848499511509","-42.5628730097352"
"104","Santa Rita","-3.13411676567102","-44.3199480818757"
"37","Santana do Maranhão","-3.11306834278168","-42.4007677571893"
"34","Santo Amaro do Maranhão","-2.50272119896869","-43.2552849422447"
"41","Santo Antônio dos Lopes","-4.87381957559703","-44.3614474338019"
"52","São Benedito do Rio Preto","-3.33276600373025","-43.5299918701629"
"96","São Bento","-2.6970075","-44.8283451799242"
"75","São Bernardo","-3.36543651011073","-42.423009660914"
"22","São Domingos do Azeitão","-6.80442500975138","-44.6504239102536"
"107","São Domingos do Maranhão","-5.5656420001824","-44.3928792568666"
"15","São Félix de Balsas","-7.08468515424975","-44.8114476614751"
"14","São Francisco do Brejão","-5.13020078716627","-47.3911373985946"
"42","São Francisco do Maranhão","-6.2527979166509","-42.8653217275577"
"64","São João Batista","-2.95333291245805","-44.8117618530648"
"50","São João do Carú","-3.56080340686086","-46.2549254827263"
"38","São João do Paraíso","-6.46622228636397","-47.0506104204952"
"52","São João do Soter","-5.11573926436997","-43.8181817951061"
"63","São João dos Patos","-6.4982081521098","-43.7029101657958"
"219","São José de Ribamar","-2.55585852","-44.0575481150531"
"25","São José dos Basílios","-5.04868724515117","-44.5824465175581"
"801","São Luís","-2.53188598508339","-44.2979185642444"
"71","São Luís Gonzaga do Maranhão","-4.37391849056592","-44.6627084964498"
"115","São Mateus do Maranhão","-4.03455051013261","-44.4685628110945"
"30","São Pedro da Água Branca","-5.0889109974074","-48.4236235936456"
"14","São Pedro dos Crentes","-6.82855564083834","-46.5325803473698"
"50","São Raimundo das Mangabeiras","-7.02696265716848","-45.4848314302202"
"15","São Raimundo do Doca Bezerra","-5.10318184489716","-45.0841627902783"
"19","São Roberto","-5.01736688238089","-44.9919011592934"
"68","São Vicente Ferrer","-2.89073106437795","-44.8869045766145"
"38","Satubinha","-4.03573549481028","-45.2336295762481"
"9","Senador Alexandre Costa","-5.26107654438388","-44.056301506417"
"52","Senador La Rocque","-5.44183249517839","-47.2891914239822"
"34","Serrano do Maranhão","-1.85264554172752","-45.1146408497435"
"55","Sítio Novo","-5.87062989131234","-46.6949833406808"
"33","Sucupira do Norte","-6.47828444762036","-44.1886027051903"
"16","Sucupira do Riachão","-6.42010840512647","-43.5458533208451"
"20","Tasso Fragoso","-8.47983101786688","-45.7441235175102"
"88","Timbiras","-4.253840505","-43.9384339738391"
"320","Timon","-5.10068111012935","-42.8337278988596"
"51","Trizidela do Vale","-4.57012685660997","-44.6106851966461"
"18","Tufilândia","-3.6764041183838","-45.6339164756818"
"112","Tuntum","-5.24965554","-44.6490121516647"
"106","Turiaçu","-1.66902204768173","-45.3691524172241"
"65","Turilândia","-2.22883352495052","-45.30676531197"
"135","Tutóia","-2.76355019688869","-42.2768472076943"
"69","Urbano Santos","-3.20840949958586","-43.4042484723562"
"136","Vargem Grande","-3.54189600011651","-43.9166644901652"
"144","Viana","-3.21456251306624","-45.0013066952616"
"24","Vila Nova dos Martírios","-5.18351151920427","-48.1389264826009"
"116","Vitória do Mearim","-3.48204736454661","-44.8695722405589"
"95","Vitorino Freire","-4.29118650014099","-45.244185143155"
"133","Zé Doca","-3.2754805","-45.657697860605"
"18","Acauã","-8.22078666287762","-41.0836378172386"
"14","Agricolândia","-5.7955019354348","-42.6591831974356"
"40","Água Branca","-5.89326633794508","-42.6351308599585"
"19","Alagoinha do Piauí","-7.00817528014998","-40.9346348169192"
"13","Alegrete do Piauí","-7.2453494663005","-40.8578629896146"
"35","Alto Longá","-5.25099301135127","-42.210321962161"
"95","Altos","-5.03654643434055","-42.4609480355568"
"13","Alvorada do Gurguéia","-8.44395907228392","-43.8630715789216"
"37","Amarante","-6.24661077217366","-42.8536928230327"
"17","Angical do Piauí","-6.08724169212959","-42.7438657484281"
"23","Anísio de Abreu","-9.17491853090693","-43.0348533320546"
"8","Antônio Almeida","-7.21935583400696","-44.1965353200183"
"15","Aroazes","-6.11285025626381","-41.797453338794"
"7","Aroeiras do Itaim","-7.27874546497215","-41.5632044182612"
"12","Arraial","-6.65082702747813","-42.5365666246569"
"21","Assunção do Piauí","-5.8649144945276","-41.0508299964828"
"30","Avelino Lopes","-10.1347450128483","-43.9415101417959"
"26","Baixa Grande do Ribeiro","-7.85335195918548","-45.212815292567"
"11","Barra D'Alcântara","-6.51887307229389","-42.1050020825819"
"112","Barras","-4.24309335434367","-42.2953398573464"
"9","Barreiras do Piauí","-9.92124682674305","-45.4777877054503"
"19","Barro Duro","-5.81235970781592","-42.5133778221163"
"69","Batalha","-4.0204123357539","-42.075218732031"
"10","Bela Vista do Piauí","-7.97218531957186","-41.8713796439709"
"8","Belém do Piauí","-7.37013961551867","-40.9703021906942"
"25","Beneditinos","-5.44760286024036","-42.3706167024747"
"13","Bertolínia","-7.62862476310433","-43.9543877391026"
"18","Betânia do Piauí","-8.14566557729576","-40.7966219288235"
"16","Boa Hora","-4.40900960580235","-42.1252957358755"
"11","Bocaina","-6.95484233259558","-41.3223406826513"
"53","Bom Jesus","-9.07094898367372","-44.3605250848238"
"14","Bom Princípio do Piauí","-3.18985868760539","-41.6452095701255"
"13","Bonfim do Piauí","-9.16656053927466","-42.8796630650943"
"16","Boqueirão do Piauí","-4.48581963164373","-42.1036271347473"
"20","Brasileira","-4.13782910774516","-41.7892596435709"
"11","Brejo do Piauí","-8.20706476637205","-42.8303018098246"
"49","Buriti dos Lopes","-3.17272133505459","-41.8699088471231"
"20","Buriti dos Montes","-5.31206678256848","-41.1018513936703"
"25","Cabeceiras do Piauí","-4.4713312938014","-42.3083160653122"
"9","Cajazeiras do Piauí","-6.79418411754213","-42.3967272946014"
"14","Cajueiro da Praia","-2.9292271717718","-41.3471503621608"
"15","Caldeirão Grande do Piauí","-7.33155965178438","-40.6374189126801"
"14","Campinas do Piauí","-7.65477812796144","-41.8807452929818"
"12","Campo Alegre do Fidalgo","-8.37448038066491","-41.832013324158"
"14","Campo Grande do Piauí","-7.13599312024873","-41.031200960402"
"17","Campo Largo do Piauí","-3.8078689391976","-42.6260410416609"
"115","Campo Maior","-4.82911392657169","-42.1667446046899"
"10","Canavieira","-7.69462155953116","-43.7194280333653"
"50","Canto do Buriti","-8.10823191972276","-42.9440210219612"
"28","Capitão de Campos","-4.45855926839762","-41.9435219724325"
"10","Capitão Gervásio Oliveira","-8.49683786838726","-41.8161163123905"
"27","Caracol","-9.27676526720519","-43.3342004507516"
"14","Caraúbas do Piauí","-3.47859053753496","-41.8412081259918"
"12","Caridade do Piauí","-7.7286523875636","-40.9903345467585"
"48","Castelo do Piauí","-5.32154387089345","-41.5473162426661"
"13","Caxingó","-3.42693840284847","-41.8826837610641"
"65","Cocal","-3.47045348969133","-41.5568448345735"
"11","Cocal de Telha","-4.55381572391613","-41.9790478739642"
"14","Cocal dos Alves","-3.60607259075426","-41.4554189108305"
"10","Coivaras","-5.09130835135403","-42.207315906284"
"16","Colônia do Gurguéia","-8.18757421634094","-43.7960171560657"
"20","Colônia do Piauí","-7.22365756395221","-42.1771185063946"
"13","Conceição do Canindé","-7.88270415387533","-41.5966339439158"
"11","Coronel José Dias","-8.81636941148989","-42.4703571012192"
"64","Corrente","-10.4409360381237","-45.1633125235767"
"20","Cristalândia do Piauí","-10.6478037517984","-45.1860307001326"
"21","Cristino Castro","-8.82018628851015","-44.2244147473452"
"27","Curimatá","-10.0312924303294","-44.3007222328749"
"11","Currais","-9.01243383893678","-44.4030021530455"
"11","Curralinhos","-5.62045322935697","-42.8322105193044"
"13","Curral Novo do Piauí","-7.83079718839095","-40.9010694707015"
"33","Demerval Lobão","-5.35846546591048","-42.6742286110911"
"17","Dirceu Arcoverde","-9.33520004406841","-42.4395699620089"
"16","Dom Expedito Lopes","-6.95790184268741","-41.6523852113084"
